Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4
-1.5307205105469586,0.8181235443393744,-0.16634692787574462,0.3142731919755821
-1.4823275979649513,0.9641092842956979,-0.16151504963527522,0.33064860980821525
-1.421338909273554,1.0813506959522319,-0.1395453647208282,0.3523877715058385
-1.3974593086921367,1.4363183042325718,0.9622134347624982,-0.3390493376253694
-1.517227120890096,1.2556061613904848,2.0455348553829045,-1.1031099593112397
-1.6731324134251955,1.2049306996310711,3.1322833776426577,-1.8395624239217008
-1.8240028478551267,1.3381958037157344,4.216075389377589,-2.552518729971152
-1.4810575787944555,0.757549750892855,-0.1180794973365313,0.30445176449307276
-1.5765092734591972,0.7187014311078309,-0.11840103931898616,0.3064799486296433
-1.5449942321833727,0.7904674695223083,-0.11647425874340035,0.3093956838449903
-1.6934504303538969,1.0050592892431005,0.9678408938043246,-0.39488189433411425
-1.6515561721738885,0.8862416974181447,-0.11830559887647922,0.3199654745055216
-1.6678501190627166,0.8178052506343494,-0.11703217481495985,0.30324711350089284
-1.6203916673099548,0.8906915211896365,-0.11559955750971997,0.29664260074649956
-1.6811459014752879,0.7928494954178458,-0.1184647958669441,0.2763010988208083
-1.701294104461255,0.7141293080938288,-0.11683110735364066,0.2561424809589801
-1.759533257789926,0.7435275303828144,-0.11594562562364721,0.2645409584862605
-1.778535925527441,0.7759125744079537,-0.11055800371938006,0.27081258000376063
-1.7879821444752222,0.7881512111822593,-0.1093006461765914,0.26564291936734924
-1.864025390450616,0.6077942162201825,-0.10837339149789807,0.24401477593726453
-1.8291168593314961,0.6304355510084237,-0.10315470776423304,0.24074310182576483
-1.8683811142005413,0.8416749689670405,0.9808193551385416,-0.4803113275376959
-2.1127544621225036,0.9412913973600502,2.0641076687075315,-1.1894999937362625
-2.1794096287557374,0.8298304810862631,3.148145997685229,-1.9567492245725926
-2.264848145419078,0.6826950456506669,4.236865044919041,-2.7235112360106335
-2.368685479261154,0.5924498327081565,5.316396413766846,-3.485169000726718
-2.516917670891417,0.7557007166183012,6.40436212727256,-4.197919375053048
-2.5698773816425566,0.8055899674607159,7.488368323212796,-4.942071205152944
-2.6129958926087404,1.006545644879111,8.572702650567356,-5.666565891373604
-2.7895082051244837,1.2958898407460635,9.656140517468828,-6.358711489101005
-2.9271439461266677,1.4874673889535823,10.73614485612346,-7.073845763756527
-3.080169547315664,1.5942457143730564,11.824121816192285,-7.794680228340608
-3.19068363860137,1.6816006958602667,12.909011887210642,-8.5292787108764
-3.2771472719233388,1.8311645014076479,13.988853714302167,-9.258575761308212
-3.4729712179943597,2.0731231946563278,16.156277969699122,-10.705275765807999
-3.513139563364917,2.3443546674460825,17.24096054290192,-11.42170066308907
-3.5530885910280676,2.547526577048889,18.32493621245657,-12.143909962489353
-3.7089161118319565,2.6864509571314175,20.49293056636854,-13.617466261235364
-3.812582475176615,2.854481022176729,21.577804570868164,-14.34051604340294
-3.9210422480800067,2.96603852873137,22.6626898219309,-15.071649915828267
-4.027228384893676,3.0337389971664925,23.74686334938987,-15.805103580262342
-4.138207931266079,3.0449669071109446,24.831048123411943,-16.54664133495417
-3.734977589278164,4.625454870706601,25.862735308268398,-16.76773303860812
-3.8846895525390925,4.736849229554765,26.946169434243853,-17.48182991337623
-3.9292960822236394,5.035642985873135,28.03444145782473,-18.1827886859687
-4.167506474998659,5.207866989468436,29.11771531152686,-18.881583521835868
-1.801807395410609,0.41178496594441777,-0.12219934166855503,0.2920025816610573
-1.9481016540057017,0.3826123339829439,-0.11853047490204274,0.3014458998228409
-2.075942106320553,0.4214522760198671,-0.12337022357750205,0.31714964033740917
-2.0567833380673544,0.12765308214381144,-0.1403377098088566,0.2403728459036287
-2.253114354042587,-0.2077420974439174,-0.1379097258083361,0.19425533288668503
-2.379960408355901,-0.2991531832514443,-0.13498477723853403,0.1709795917782818
-2.510454333180001,-0.37956087502737385,-0.13570235636735684,0.15040229663299434
-2.6816598301925656,-0.45446400739824877,-0.1336884909418742,0.14356466618615313
-2.817631937369503,-0.5994117660206593,-0.13439321685571243,0.1137484107462918
-2.8959090676416848,-0.61301222270533,-0.1273392457784053,0.10102503077988148
-3.0220750379937478,-0.7130744275333475,-0.12877336846661944,0.08159255373631344
-3.1178715061179343,-0.8088465464691554,-0.12462693631751141,0.05429327568722446
-3.1686284475816198,-0.9297777378621058,-0.12392849228210016,0.014399151041408638
-3.2980072074849986,-1.0321717225210543,-0.12499990925521474,-0.007357367393966366
-3.1558754327795446,-1.1240629149520314,-0.11600175227173663,-0.06253205831285616
-3.1114303714131237,-1.2275484687782958,-0.11097492618827298,-0.11063172448698701
-3.192121734145217,-1.3661049199259836,-0.11185180357645948,-0.14768153548220458
-3.184428447861024,-1.4784285716598002,-0.11168416881530746,-0.19252382886299907
-3.2686188414455115,-1.5432339213284239,-0.10862257793674018,-0.2094636817690606
-3.4057061211421606,-1.578936829414039,-0.09415805070088645,-0.20680530760191387
-3.5499460537559475,-1.6711654939618592,-0.10530941919539356,-0.22519278564658565
-3.5976390567251935,-1.7216247764906811,-0.09033155388236022,-0.23323127155125412
-3.8045516343492918,-1.7838035866714876,-0.10005823331534963,-0.2460902445665157
-3.8798703557376464,-1.8331935731198665,-0.0937175924936877,-0.25997854650485
-3.971382175638079,-1.9487357527542815,-0.09028365598878244,-0.2861716610236488
-4.153489055853805,-1.9405576646728582,-0.09112496265590919,-0.2688271366679761
-4.259177283269532,-1.9506084581865586,-0.08295716901886935,-0.25920093444232944
-4.319571603357267,-1.9476970145627621,-0.07788673895498066,-0.25868061544967846
-4.383644168083016,-2.0232444223126547,-0.07315890017227221,-0.2674236100048672
-4.399832573962745,-2.1163072669492786,-0.07911584753558581,-0.2980645197718054
-4.464809229190007,-2.1318626198680337,-0.07367949845285142,-0.30217798224460496
-3.348487137414829,0.27579444647687085,-0.1706809289242803,0.4798137110316882
-3.377401479186821,0.2442910557335571,-0.1647412464735043,0.47397639975674405
-3.3878876961734514,0.16442734213276647,-0.16706048609381224,0.44410165413715535
-3.423869083593899,0.12030843101830026,-0.16039783347615266,0.43250004461320485
-3.4019361688031915,0.05221870100084869,-0.1614988028209008,0.40091150212657384
-3.3334886483536654,0.03773707503882289,-0.15846592970252468,0.37641071067147064
-3.313179659818657,-0.08460898128488767,-0.1599143102840723,0.33902346474746525
-3.2369051540446994,-0.19249622177806602,-0.16153644899184125,0.2955575333049252
-3.043656516198971,-0.1499613110742823,-0.16011648292806177,0.2698433816332728
-2.7895063500915533,0.3372266263500075,-0.16740827451731488,0.4234840596899139
-2.7842073815243342,0.24955674034373437,-0.17170218728023348,0.403349748347492
-2.81955454805827,0.3630345319293896,-0.1755070637175927,0.41819022669741374
-2.783961244145045,0.39374337507344104,-0.17028998663580075,0.4160734226227358
-2.843569943061926,0.40700658065080647,-0.16940129160206113,0.4221621600763727
-2.962563338154922,0.42582133482177803,-0.15656563292389164,0.44151454199488244
-2.9139593473542114,0.566183557899333,-0.15878678988038814,0.4456925654613572
-3.265267969506268,0.8040780695022878,-0.14586185052269693,0.5318943967930849
-3.0568847234812955,0.3651871135716501,-0.15224507785066263,0.4182501584155878
-3.1646576434065645,0.24147154958523329,-0.14077252784055894,0.4124499910198139
-3.3375376185824215,0.2618412852524107,-0.14957199605502158,0.42510087497264876
-3.087202939210116,0.6435484501310506,-0.16918781458622786,0.5032042934962109
-3.216248600908283,0.3860324581241458,-0.1718503750835154,0.46815381642626314
-3.1916069690683844,0.26075051612464806,-0.1696578346183112,0.4292229945759635
-3.2206572183777133,0.07715272017509987,-0.16800325963065782,0.3940510662354528
-3.245133375835717,0.018087045903170774,-0.16565302755796302,0.3727476302719052
-3.271233459549419,-0.09523495467501751,-0.16365020672206773,0.3456454908709832
-3.389436540839211,-0.09297909000106445,-0.15804652612060427,0.35223019406400524
-3.372297035607237,-0.21754137850918662,-0.15913624890224093,0.31255756131962215
-3.3563911684261356,-0.20614427852269435,-0.1559376509170088,0.2999098055671622
-3.332403935253114,-0.25003148347271564,-0.15704344021737618,0.2717858731909964
-3.2632716420094834,-0.25644560107893133,-0.1540121737508731,0.2484399517727149
-3.1906320746252566,-0.4426761452992795,-0.1559809516550109,0.19574936135376445
-2.8146719691765147,0.2533748163459676,-0.16941390039889018,0.40371414771755815
-2.768482214635212,0.31241032378739353,-0.1721581981681802,0.39921344331368575
-2.700766468231531,0.3602357101293887,-0.1776009738584069,0.40794638593377225
-2.702609712194638,0.37403894701007806,-0.17724148144705348,0.40793208461560887
-2.7141102533242294,0.40570433754384166,-0.1685715962959455,0.41494551702719246
-2.733707645593757,0.7047348213131293,-0.1724134257263854,0.4563480062240142
-3.011219371169081,0.6822840212253438,-0.1567762400430856,0.516156161879568
-2.957036349638783,0.8894705647471386,-0.16319037859284272,0.5339866940647809
-2.9446002171019368,1.114036502328969,-0.15127678983984766,0.5694588182541699
-3.163654457871585,0.8196606634288219,-0.14792356607057303,0.5520498232908847
-3.106148424547009,1.1085297739587963,-0.14275790184871937,0.5868888603945022
-3.116639334165988,1.055576711808593,-0.14202689842247038,0.5753502119613871
-3.077774704743584,1.1779947364174663,-0.1454724462883868,0.6116712077866784
-3.325800477284838,0.5067777846251759,-0.14240641559617734,0.5423073624845783
-3.243578775816503,0.37314445118298006,-0.1561628588853814,0.4928256434506854
-3.292976627276773,0.2848665124600356,-0.15610609844754875,0.4766662092762772
-3.301413214713942,0.21248669655037453,-0.1627876226296191,0.4529444677951671
-3.2823249321087524,0.13675333096251102,-0.15665179394204193,0.4306589939235586
-3.2440875295524902,0.20964327433992577,-0.17167952327187286,0.4545523104063029
-3.245993008276414,0.24818845671996279,-0.164093707350875,0.46849921242187803
-3.1345602795486998,0.1843452332333641,-0.16450400239057644,0.4279389642595827
-3.0581065599891244,0.2286679455929399,-0.16184508155041136,0.41384630445403864
-2.9460945994764054,0.19751862831497985,-0.15502661181715285,0.3883634750908744
-2.89925044246873,0.1315301198800411,-0.16188028747357144,0.357408178054408
-2.798464716276688,0.18888942644037915,-0.16479513006533664,0.3445190480583575
-2.6693988691991644,0.12015542104390947,-0.16318212605285895,0.31102514146337895
-2.6239242615791945,0.08166117472423878,-0.16262488075283127,0.2934078075117293
-2.5948187715294195,0.1324484037057762,-0.14945606873119577,0.30060412398717606
-2.6923247845764755,0.06939755885332172,-0.1497727907580314,0.29916769801328136
-2.6628948469947225,0.45106470018399936,-0.15392274046884372,0.43211680213925546
-2.672565076282261,0.558273551595841,-0.14890823623134522,0.45106764080852885
-2.814081421865124,0.9285421029047132,-0.13984359493699144,0.5344510388649777
-2.7262611270531174,1.3545118662949076,-0.1439207628871045,0.5893988868281382
-2.781882215362485,1.6528873081589723,-0.15262743820691768,0.6352522734265472
-2.8826632527216747,1.612246628974935,-0.14535513100900935,0.6454530093945842
-2.858875422513123,1.7860287474024226,-0.1422847157198008,0.6721478922048092
-2.752701562230335,1.6332151727092834,-0.13598135353997043,0.6322119847871894
-2.7255068435051317,2.306711336351641,-0.14170091504981927,0.7371265234571652
-2.662644639748359,1.3873694572546438,-0.1406389694538065,0.5858258211712672
-2.6584804101144295,0.9597949242239034,-0.13622817834668463,0.5230367843159983
-2.615271195295981,0.859092390888683,-0.13602078554677197,0.49850453146158175
-2.6302306595566813,0.7006100880349208,-0.13580810297769724,0.4748225450476545
-2.4632592550607812,0.602124807933203,-0.13405125800853146,0.4396190909686947
-2.4209588195766987,0.54469570205282,-0.13749281951473594,0.4224047642246808
-2.4609201818837496,0.7539108880005586,-0.13700538984104968,0.4585344239538464
-2.375408582322051,1.0739275379017958,-0.14883607002878924,0.49088099528435064
-2.2685654419921657,1.2285208175172535,-0.14453500106257908,0.502308244382005
-2.149185313149692,1.5227057306585237,-0.14731588702705012,0.5223257597762924
-1.9285457635397742,1.8879409755947112,-0.14596018703819355,0.5428064095775095
-1.9845684707783362,1.528144437615349,-0.15201330443981334,0.5027675560321734
-1.9132835714015937,1.7582097468683422,-0.15187178436669665,0.5255849746874479
-1.9041271444107426,1.9012086650885123,-0.15154204630050097,0.5440872485298616
-1.961676483983601,1.6122240069120186,-0.15670366260716606,0.5092095568548147
